,date,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,yr_built,yr_renovated,street,city,statezip,country,price
25,2014-05-02 00:00:00,3.0,2.5,2090.0,10834.0,1.0,0.0,0.0,4.0,,730.0,1987.0,0.0,27736 23rd Avenue South,Federal Way,WA 98003,USA,285000.0
26,,3.0,1.75,2360.0,7291.0,,0.0,,4.0,1360.0,1000.0,1948.0,0.0,8436-8438 41st Ave SW,Seattle,WA 98136,USA,615000.0
27,2014-05-02 00:00:00,4.0,,2200.0,11250.0,1.5,0.0,0.0,5.0,1300.0,900.0,1920.0,0.0,1036 4th St,Kirkland,WA 98033,USA,698000.0
28,2014-05-02 00:00:00,5.0,2.5,2820.0,67518.0,2.0,0.0,0.0,3.0,2820.0,0.0,1979.0,2014.0,23525 SE 32nd Way,Issaquah,WA 98029,USA,675000.0
29,2014-05-02 00:00:00,3.0,2.5,2600.0,4750.0,1.0,0.0,0.0,4.0,1700.0,900.0,1951.0,1999.0,3314 NW 75th St,Seattle,WA 98117,USA,790000.0
30,2014-05-02 00:00:00,4.0,1.75,1560.0,8700.0,1.0,,0.0,4.0,1560.0,0.0,1967.0,0.0,14104 119th Ave NE,Kirkland,WA 98034,USA,382500.0
31,2014-05-02 00:00:00,4.0,2.5,2860.0,3345.0,2.0,0.0,0.0,3.0,2190.0,670.0,2004.0,2003.0,20120 137th Ave NE,Woodinville,WA 98072,USA,499950.0
32,2014-05-02 00:00:00,4.0,2.0,1820.0,,1.5,0.0,1.0,3.0,1640.0,180.0,1945.0,2010.0,7201-7399 55th Ave NE,Seattle,WA 98115,USA,650000.0
33,2014-05-02 00:00:00,4.0,2.5,2820.0,8408.0,2.0,0.0,0.0,3.0,2820.0,0.0,2014.0,0.0,17052 4th Ave NE,Shoreline,WA 98155,USA,625000.0
34,2014-05-02 00:00:00,4.0,2.5,3630.0,42884.0,1.5,,0.0,3.0,2300.0,1330.0,1979.0,2014.0,,Auburn,,USA,400000.0
35,2014-05-02 00:00:00,3.0,2.5,3240.0,33151.0,2.0,0.0,2.0,3.0,3240.0,,1995.0,0.0,30822 36th Ct SW,Federal Way,WA 98023,USA,604000.0
36,2014-05-02 00:00:00,,1.0,800.0,4850.0,1.0,0.0,0.0,4.0,800.0,,1944.0,0.0,4801-4899 6th Ave NW,Seattle,WA 98107,USA,440000.0
37,2014-05-02 00:00:00,3.0,3.0,1850.0,19966.0,1.0,,0.0,4.0,1090.0,760.0,,0.0,,,WA 98038,USA,287200.0
38,2014-05-02 00:00:00,3.0,2.0,1960.0,13100.0,1.0,0.0,,5.0,1650.0,310.0,1957.0,0.0,17825 4th Ave SW,Normandy Park,WA 98166,USA,403000.0
39,2014-05-02 00:00:00,3.0,2.5,2390.0,6550.0,1.0,0.0,2.0,4.0,,950.0,1955.0,2009.0,3628 59th Ave SW,Seattle,WA 98116,USA,750000.0
40,2014-05-02 00:00:00,3.0,,1580.0,16215.0,,,0.0,4.0,1580.0,,1978.0,2000.0,4460 332nd Ave SE,Fall City,WA 98024,USA,
41,2014-05-02 00:00:00,4.0,2.0,1480.0,8625.0,1.0,0.0,0.0,4.0,1480.0,0.0,1974.0,0.0,2019 Aberdeen Pl SE,Renton,WA 98055,USA,260000.0
42,2014-05-02 00:00:00,2.0,1.0,850.0,6174.0,1.0,0.0,0.0,4.0,850.0,,1950.0,1983.0,121 NE 147th St,Shoreline,WA 98155,USA,308500.0
43,,3.0,2.5,1770.0,,,0.0,0.0,3.0,1770.0,0.0,1990.0,2009.0,4458 51st Ave SW,Seattle,WA 98116,USA,439950.0
44,2014-05-02 00:00:00,2.0,1.0,1210.0,9400.0,1.0,0.0,0.0,2.0,,0.0,1949.0,0.0,7542 21st Ave SW,Seattle,WA 98106,USA,235000.0
45,2014-05-02 00:00:00,3.0,1.0,1160.0,9180.0,,0.0,0.0,3.0,1160.0,0.0,1968.0,1997.0,15804 198th Pl NE,Woodinville,WA 98077,,315000.0
46,2014-05-02 00:00:00,3.0,2.25,1970.0,35100.0,2.0,0.0,0.0,4.0,1970.0,0.0,1977.0,0.0,26069 SE 154th St,,WA 98027,,437500.0
47,2014-05-02 00:00:00,3.0,2.5,1930.0,10460.0,2.0,0.0,0.0,,1930.0,0.0,1996.0,0.0,4314 NE 6th Pl,Renton,WA 98059,USA,407500.0
48,2014-05-02 00:00:00,3.0,2.5,1270.0,1180.0,3.0,0.0,0.0,3.0,1270.0,0.0,2001.0,0.0,2640 NW 56th St,Seattle,WA 98107,USA,445700.0
49,2014-05-02 00:00:00,4.0,2.5,3310.0,42998.0,,,0.0,3.0,3310.0,0.0,2001.0,0.0,15712 NE 136th Pl,,,,838000.0
50,2014-05-02 00:00:00,4.0,2.75,2710.0,37277.0,2.0,0.0,0.0,3.0,2710.0,0.0,2000.0,0.0,26429 SE 154th Pl,Issaquah,WA 98027,USA,630000.0
51,2014-05-02 00:00:00,3.0,1.75,,35200.0,1.5,0.0,0.0,3.0,2910.0,0.0,1979.0,2014.0,3923 229th Pl SE,Sammamish,WA 98075,USA,550000.0
52,2014-05-02 00:00:00,3.0,2.0,2710.0,4500.0,1.5,0.0,0.0,4.0,1880.0,830.0,,0.0,6222 30th Ave NE,Seattle,WA 98115,USA,805000.0
53,2014-05-02 00:00:00,3.0,1.75,1800.0,23103.0,1.0,0.0,0.0,3.0,1800.0,0.0,1968.0,1997.0,32418 NE 50th St,Carnation,WA 98014,USA,284000.0
54,2014-05-02 00:00:00,5.0,2.5,2210.0,9655.0,,0.0,0.0,3.0,,750.0,1976.0,0.0,19334 89th Ave NE,Bothell,WA 98011,USA,470000.0
55,2014-05-02 00:00:00,4.0,1.5,1920.0,10000.0,1.0,0.0,0.0,,,,,1979.0,4071 156th Ave SE,Bellevue,WA 98006,,430000.0
56,2014-05-02 00:00:00,4.0,1.75,2190.0,125452.0,1.0,0.0,2.0,3.0,,0.0,1968.0,1997.0,36850 204th Ave SE,,,USA,491500.0
57,2014-05-02 00:00:00,5.0,3.25,3660.0,11995.0,2.0,,2.0,3.0,3660.0,0.0,2006.0,0.0,7425 Snowberry Ave SE,Snoqualmie,WA 98065,USA,785000.0
58,2014-05-02 00:00:00,3.0,3.25,1320.0,1327.0,2.0,0.0,0.0,3.0,1040.0,280.0,,0.0,3400 21st Ave W,,WA 98199,USA,385000.0
59,2014-05-02 00:00:00,2.0,2.5,1630.0,1368.0,2.0,0.0,0.0,3.0,1280.0,350.0,2009.0,0.0,5944-6082 Delridge Way SW,Seattle,WA 98106,USA,295000.0
60,2014-05-02 00:00:00,4.0,2.5,3310.0,6500.0,2.0,0.0,0.0,3.0,3310.0,0.0,2012.0,1912.0,35229 SE Terrace St,Snoqualmie,WA 98065,USA,555000.0
61,2014-05-02 00:00:00,3.0,2.5,2680.0,5539.0,2.0,0.0,0.0,3.0,2680.0,0.0,2013.0,1923.0,13800 453rd Ave SE,North Bend,WA 98045,USA,459990.0
62,2014-05-02 00:00:00,4.0,3.25,,54014.0,1.0,0.0,0.0,3.0,1560.0,1170.0,2007.0,0.0,9927 174th Ave SE,Renton,WA 98059,USA,625000.0
63,2014-05-02 00:00:00,3.0,2.5,2540.0,5050.0,2.0,0.0,0.0,3.0,2540.0,0.0,2006.0,0.0,29734 215th Terrace SE,Kent,WA 98042,USA,300000.0
64,2014-05-03 00:00:00,4.0,2.75,2920.0,6605.0,2.0,0.0,0.0,3.0,2920.0,0.0,2012.0,1912.0,5608 NE 5th Cir,Renton,WA 98059,USA,625000.0
65,2014-05-03 00:00:00,2.0,1.0,,,1.0,0.0,0.0,3.0,,0.0,1944.0,,8053 29th Ave NW,Seattle,WA 98117,USA,553000.0
66,2014-05-03 00:00:00,3.0,,1650.0,14054.0,1.0,0.0,0.0,4.0,,520.0,1986.0,,13256 242nd Pl SE,Issaquah,WA 98027,USA,379880.0
67,2014-05-03 00:00:00,3.0,1.0,1010.0,9945.0,1.0,0.0,0.0,4.0,1010.0,0.0,,0.0,,Snoqualmie,WA 98065,USA,310000.0
68,2014-05-04 00:00:00,2.0,2.5,2680.0,7392.0,1.0,0.0,0.0,3.0,2680.0,0.0,2004.0,2003.0,13134 234th Ct NE,Redmond,WA 98053,USA,
69,2014-05-04 00:00:00,3.0,,2200.0,7350.0,1.0,0.0,0.0,5.0,1570.0,,1988.0,0.0,13420 SE 182nd St,Renton,WA 98058,USA,
70,2014-05-04 00:00:00,4.0,2.5,2530.0,9933.0,2.0,0.0,2.0,3.0,,520.0,1990.0,2009.0,925 48th Ct,Auburn,WA 98092,USA,331950.0
71,,3.0,2.5,2850.0,7130.0,2.0,0.0,0.0,3.0,1990.0,860.0,1980.0,,151 Euclid Ave,Seattle,WA 98122,USA,783500.0
72,2014-05-04 00:00:00,4.0,2.0,2280.0,6010.0,,0.0,0.0,3.0,1140.0,1140.0,1900.0,2005.0,205-206 Euclid Ave,Seattle,WA 98122,USA,628000.0
73,2014-05-05 00:00:00,3.0,2.5,1900.0,8744.0,2.0,0.0,,3.0,1900.0,,1987.0,2000.0,22314 NE 11th Pl,,WA 98074,USA,560000.0
74,2014-05-05 00:00:00,3.0,1.0,,77972.0,1.0,0.0,0.0,3.0,1330.0,0.0,1928.0,1954.0,13615 NE 100th St,,WA 98033,,900000.0
75,2014-05-05 00:00:00,2.0,3.0,1270.0,1175.0,2.0,0.0,0.0,3.0,1110.0,160.0,2000.0,0.0,1411 N 48th St,Seattle,WA 98103,,531000.0
76,2014-05-05 00:00:00,,3.0,2170.0,4000.0,2.0,0.0,0.0,4.0,1610.0,560.0,1982.0,2011.0,120 31st Ave E,Seattle,,USA,831000.0
77,2014-05-05 00:00:00,4.0,2.5,2730.0,10281.0,2.0,0.0,2.0,3.0,2730.0,0.0,1996.0,0.0,23140 NE 14th Ct,Sammamish,WA 98074,USA,
78,2014-05-05 00:00:00,4.0,2.5,2120.0,10202.0,,0.0,0.0,4.0,1620.0,500.0,1960.0,2001.0,12645 SE 27th St,Bellevue,WA 98005,USA,755000.0
79,2014-05-05 00:00:00,3.0,2.5,2490.0,4343.0,2.0,0.0,0.0,3.0,2490.0,0.0,2003.0,0.0,3187 NE Larkspur Ln,Issaquah,WA 98029,USA,705380.0
80,2014-05-05 00:00:00,4.0,2.25,1990.0,7712.0,1.0,0.0,0.0,3.0,1210.0,780.0,1973.0,2013.0,18915 SE 42nd Pl,Issaquah,WA 98027,USA,627000.0
81,2014-05-05 00:00:00,4.0,3.0,,9892.0,2.0,0.0,0.0,3.0,,0.0,1998.0,2006.0,1765 267th Ct SE,Sammamish,WA 98075,USA,865000.0
82,2014-05-05 00:00:00,2.0,1.0,2540.0,7000.0,1.0,0.0,0.0,,1320.0,1220.0,1942.0,0.0,,Seattle,WA 98118,USA,580000.0
83,2014-05-05 00:00:00,3.0,2.25,,36704.0,1.0,,0.0,4.0,1360.0,440.0,1978.0,2000.0,24502 SE Mirrormont Dr,Issaquah,WA 98027,USA,410000.0
84,2014-05-05 00:00:00,4.0,3.0,2340.0,7048.0,1.0,0.0,0.0,4.0,1340.0,1000.0,1979.0,0.0,14319 85th Pl NE,Kirkland,WA 98034,USA,485000.0
85,2014-05-05 00:00:00,2.0,1.75,2110.0,9519.0,1.0,0.0,0.0,2.0,2110.0,0.0,1948.0,0.0,2120 NE 168th St,Shoreline,WA 98155,USA,400000.0
86,2014-05-05 00:00:00,2.0,1.0,1140.0,5400.0,1.0,0.0,0.0,5.0,,0.0,1908.0,0.0,209 30th Ave E,Seattle,WA 98112,USA,
87,,3.0,1.75,1480.0,2185.0,2.5,0.0,0.0,3.0,,0.0,2005.0,0.0,10512 128th Ave NE,Kirkland,,USA,620000.0
88,,2.0,3.0,1410.0,1240.0,2.0,,0.0,3.0,1140.0,270.0,2006.0,0.0,9126 45th Ave SW,Seattle,WA 98136,USA,405000.0
89,2014-05-05 00:00:00,2.0,1.0,1200.0,8063.0,1.0,0.0,0.0,4.0,1200.0,0.0,1958.0,1972.0,20220 8th Ave S,Des Moines,WA 98198,USA,232000.0
90,2014-05-05 00:00:00,5.0,2.5,3180.0,13806.0,2.0,0.0,0.0,4.0,3180.0,0.0,1990.0,0.0,11821 NE 48th Pl,Kirkland,WA 98033,USA,800866.0
91,2014-05-05 00:00:00,3.0,1.5,2160.0,9000.0,1.0,0.0,,4.0,1400.0,760.0,1949.0,1985.0,,Seattle,WA 98177,USA,650000.0
92,2014-05-05 00:00:00,6.0,1.75,2920.0,5000.0,2.5,0.0,0.0,4.0,,140.0,1908.0,0.0,125 29th Ave,Seattle,WA 98122,USA,823000.0
93,2014-05-05 00:00:00,3.0,2.0,2350.0,5700.0,1.5,0.0,0.0,4.0,1810.0,540.0,1939.0,,2171 Boyer Ave E,Seattle,WA 98112,USA,770000.0
94,2014-05-05 00:00:00,3.0,1.75,1560.0,5520.0,1.0,,0.0,4.0,780.0,780.0,1944.0,0.0,3434 33rd Ave W,Seattle,WA 98199,USA,524000.0
95,2014-05-05 00:00:00,5.0,2.75,,8426.0,1.0,0.0,0.0,4.0,1370.0,,1960.0,2001.0,5211 116th Pl SE,Bellevue,WA 98006,USA,541125.0
96,2014-05-05 00:00:00,3.0,2.5,1680.0,2000.0,3.0,0.0,0.0,3.0,1680.0,0.0,1909.0,1998.0,3503 NE 44th St,Seattle,WA 98105,USA,670000.0
97,2014-05-05 00:00:00,5.0,2.5,3090.0,12750.0,1.0,0.0,0.0,3.0,1750.0,1340.0,1968.0,1997.0,,Federal Way,,USA,384900.0
98,2014-05-05 00:00:00,3.0,2.25,1410.0,1332.0,3.0,,0.0,3.0,1410.0,0.0,2005.0,0.0,8536 Interlake Ave N,Seattle,,USA,406100.0
99,2014-05-05 00:00:00,5.0,,4010.0,8510.0,2.0,0.0,1.0,5.0,2850.0,,1971.0,0.0,,Seattle,WA 98105,USA,1395000.0
100,2014-05-05 00:00:00,,,,21904.0,2.0,0.0,3.0,3.0,3180.0,0.0,2000.0,0.0,17132 SE 100th St,,WA 98059,USA,736500.0
101,,3.0,,2010.0,6000.0,1.0,0.0,0.0,3.0,1330.0,680.0,1975.0,,10204 168th Pl NE,Redmond,WA 98052,USA,
102,2014-05-05 00:00:00,3.0,1.75,1330.0,7500.0,1.0,0.0,0.0,3.0,1330.0,0.0,1961.0,2004.0,218 109th Ave SE,Bellevue,,USA,787000.0
103,2014-05-05 00:00:00,4.0,2.5,2370.0,6500.0,2.0,0.0,0.0,3.0,2370.0,,,2006.0,12621 SE 300th Way,,WA 98092,,328000.0
104,2014-05-05 00:00:00,5.0,2.0,1840.0,9240.0,1.0,0.0,0.0,4.0,1540.0,300.0,1942.0,1958.0,,Seattle,WA 98133,USA,435000.0
105,2014-05-05 00:00:00,4.0,2.5,2910.0,6479.0,2.0,0.0,0.0,3.0,2910.0,0.0,,0.0,34010 SE Sorenson St,Snoqualmie,WA 98065,USA,499000.0
106,2014-05-05 00:00:00,4.0,1.0,2070.0,7519.0,1.0,0.0,,3.0,1160.0,910.0,1963.0,,2506 166th Ave NE,Bellevue,WA 98008,USA,501000.0
107,2014-05-05 00:00:00,4.0,2.5,4340.0,141570.0,2.5,0.0,0.0,3.0,4340.0,0.0,1992.0,0.0,8814 218th Ave NE,Redmond,WA 98053,USA,1090000.0
108,,2.0,1.0,840.0,5510.0,1.0,0.0,0.0,3.0,840.0,0.0,1955.0,2005.0,4515 SW Trenton St,Seattle,WA 98136,,400000.0
109,2014-05-05 00:00:00,4.0,1.5,,9600.0,1.0,,0.0,3.0,1240.0,0.0,,0.0,4924 SW 314th Pl,Federal Way,WA 98023,USA,220000.0
110,2014-05-05 00:00:00,,,1390.0,4240.0,,0.0,0.0,3.0,1050.0,340.0,1924.0,2011.0,4312 Woodlawn Ave N,Seattle,WA 98103,,657100.0
111,2014-05-05 00:00:00,4.0,2.75,2310.0,5000.0,2.0,0.0,0.0,3.0,2310.0,0.0,2006.0,0.0,,Maple Valley,WA 98038,USA,
112,2014-05-05 00:00:00,3.0,2.0,1050.0,10072.0,1.0,0.0,0.0,3.0,1050.0,0.0,,0.0,27106 NE Miller St,Duvall,WA 98019,USA,
113,2014-05-05 00:00:00,5.0,1.75,2550.0,71874.0,1.0,0.0,0.0,5.0,1810.0,740.0,1960.0,0.0,,Issaquah,WA 98027,USA,525888.0
114,,4.0,1.75,2010.0,,1.5,0.0,,3.0,2010.0,0.0,1902.0,0.0,1014 W Garfield St,Seattle,WA 98119,USA,740000.0
115,2014-05-05 00:00:00,,1.0,1120.0,,1.5,0.0,0.0,4.0,1120.0,0.0,1962.0,0.0,14150 75th Ave NE,Kirkland,,USA,340000.0
116,2014-05-05 00:00:00,3.0,2.5,2230.0,,2.0,0.0,0.0,3.0,2230.0,0.0,1954.0,2005.0,2601 21st Ave S,Seattle,WA 98144,USA,398750.0
117,2014-05-05 00:00:00,,1.0,810.0,7158.0,1.0,,,5.0,810.0,,1944.0,0.0,12807 7th Ave S,Burien,WA 98168,,206000.0
118,2014-05-05 00:00:00,5.0,2.75,3190.0,16920.0,,0.0,3.0,3.0,1690.0,1500.0,1976.0,0.0,4529 135th Ave SE,Bellevue,WA 98006,USA,1030000.0
119,2014-05-05 00:00:00,3.0,1.75,1670.0,39639.0,1.0,0.0,0.0,4.0,1670.0,0.0,,1992.0,1804 E Beaver Lake Dr SE,Sammamish,WA 98075,USA,600000.0
120,2014-05-05 00:00:00,,1.75,1970.0,9389.0,1.0,0.0,0.0,5.0,1140.0,830.0,1960.0,0.0,1701 N 204th Pl,Shoreline,WA 98133,USA,379950.0
121,2014-05-05 00:00:00,3.0,1.0,1450.0,,1.0,0.0,0.0,4.0,1450.0,0.0,1953.0,1983.0,8681 Beacon Ave S,Seattle,WA 98118,USA,287000.0
122,2014-05-05 00:00:00,7.0,8.0,13540.0,307752.0,3.0,0.0,4.0,3.0,9410.0,4130.0,,,26408 NE 70th St,,WA 98053,USA,2280000.0
123,2014-05-05 00:00:00,3.0,2.5,1880.0,7838.0,2.0,,0.0,3.0,1880.0,0.0,1994.0,0.0,17717 113th Pl SE,Renton,WA 98055,USA,309950.0
124,2014-05-05 00:00:00,3.0,1.75,1880.0,6360.0,1.0,0.0,0.0,4.0,1040.0,840.0,1945.0,0.0,8040 39th Ave NE,Seattle,WA 98115,,600000.0
125,2014-05-05 00:00:00,3.0,2.0,1410.0,6030.0,1.5,0.0,0.0,4.0,1410.0,0.0,,0.0,901 N 97th St,Seattle,WA 98103,,418000.0
126,2014-05-05 00:00:00,4.0,,1480.0,,1.5,0.0,,5.0,1480.0,0.0,1928.0,1970.0,519 N 104th St,Seattle,WA 98133,USA,449250.0
127,2014-05-05 00:00:00,2.0,1.0,1140.0,5250.0,1.5,0.0,0.0,4.0,1140.0,0.0,1949.0,1985.0,14017 Roslyn Pl N,Seattle,WA 98133,,329950.0
128,2014-05-05 00:00:00,3.0,1.75,1920.0,9306.0,1.0,0.0,0.0,3.0,1000.0,,1984.0,0.0,30001-30021 55th Pl S,Auburn,WA 98001,,245000.0
129,2014-05-05 00:00:00,4.0,2.5,2910.0,,2.0,0.0,0.0,3.0,2910.0,0.0,2008.0,0.0,16026 SE 137th Terrace,Renton,WA 98059,USA,
130,,3.0,2.5,3240.0,7857.0,,,0.0,3.0,3240.0,,1994.0,0.0,22721-22727 SE 27th St,Sammamish,,USA,800000.0
131,2014-05-05 00:00:00,,2.0,1550.0,15040.0,1.0,0.0,0.0,4.0,1550.0,0.0,1958.0,1972.0,18027 SE 128th St,Renton,,USA,249950.0
132,2014-05-05 00:00:00,5.0,2.0,2050.0,10200.0,,0.0,0.0,3.0,1430.0,620.0,1956.0,2001.0,20927-20999 2nd Ave S,Des Moines,WA 98198,USA,
133,2014-05-05 00:00:00,2.0,2.5,2220.0,,2.0,0.0,0.0,3.0,2220.0,0.0,2000.0,0.0,1857 41st Ave E,Seattle,WA 98112,USA,1425000.0
134,2014-05-05 00:00:00,2.0,1.0,1770.0,8640.0,1.5,0.0,0.0,3.0,1520.0,250.0,1949.0,1998.0,353 NW 88th St,Seattle,,USA,585000.0
135,2014-05-05 00:00:00,4.0,1.75,2300.0,11700.0,1.0,0.0,0.0,4.0,,340.0,1977.0,0.0,18427 NE 26th Way,,WA 98052,,615000.0
136,2014-05-05 00:00:00,3.0,2.0,1800.0,5000.0,1.0,0.0,0.0,4.0,1080.0,,1942.0,,2803 NE 62nd St,Seattle,,USA,618500.0
137,2014-05-05 00:00:00,4.0,1.75,2010.0,9211.0,1.0,0.0,0.0,3.0,1470.0,540.0,1977.0,2004.0,13313 127th Pl NE,Kirkland,WA 98034,USA,487585.0
138,,3.0,2.5,1790.0,2700.0,2.0,0.0,0.0,3.0,1790.0,0.0,2010.0,0.0,,Issaquah,WA 98027,USA,509900.0
139,2014-05-05 00:00:00,4.0,2.5,,6651.0,2.0,0.0,0.0,3.0,2440.0,0.0,2014.0,0.0,9288-9358 Holman Rd NW,Seattle,WA 98117,USA,631625.0
140,2014-05-05 00:00:00,3.0,2.5,1940.0,3211.0,2.0,0.0,,3.0,1940.0,0.0,2009.0,0.0,4509 185th Ave SE,Issaquah,WA 98027,USA,555000.0
141,2014-05-05 00:00:00,2.0,1.5,1160.0,,2.0,0.0,0.0,3.0,1160.0,0.0,2001.0,0.0,1318 29th Ave S,Seattle,WA 98144,USA,340000.0
142,2014-05-05 00:00:00,4.0,2.5,3400.0,9692.0,,0.0,0.0,3.0,3400.0,0.0,2007.0,,,Redmond,WA 98052,USA,830000.0
143,,4.0,4.25,4420.0,5750.0,2.0,0.0,0.0,3.0,3410.0,1010.0,2006.0,0.0,,Issaquah,WA 98027,USA,890000.0
144,2014-05-05 00:00:00,,3.0,1571.0,2017.0,3.0,0.0,,3.0,1571.0,0.0,2008.0,0.0,14359 19th Ave NE,Seattle,WA 98125,USA,366750.0
145,2014-05-05 00:00:00,3.0,2.25,,998.0,2.5,0.0,0.0,,1540.0,80.0,2010.0,0.0,935 4th Ave NE,Issaquah,WA 98029,USA,415000.0
146,2014-05-05 00:00:00,3.0,2.5,1408.0,989.0,3.0,0.0,0.0,3.0,1408.0,0.0,2005.0,0.0,7809 12th Ave NE,Seattle,WA 98115,USA,416286.0
147,2014-05-05 00:00:00,3.0,2.5,3040.0,4535.0,2.0,0.0,0.0,3.0,,0.0,2007.0,0.0,,Renton,,USA,478000.0
148,2014-05-05 00:00:00,5.0,,4490.0,6000.0,2.0,0.0,0.0,3.0,3200.0,1290.0,2006.0,0.0,792 Summerhill Ridge Dr NW,Issaquah,WA 98027,USA,890000.0
149,2014-05-05 00:00:00,2.0,2.5,1590.0,1426.0,2.0,0.0,0.0,3.0,1590.0,0.0,2014.0,0.0,1273 NE Hickory Ln,Issaquah,WA 98029,USA,419190.0
150,2014-05-05 00:00:00,4.0,2.5,2450.0,4247.0,2.0,0.0,0.0,3.0,2450.0,,2013.0,,17122 NE 117th St,Redmond,WA 98052,USA,712198.0
151,2014-05-06 00:00:00,4.0,2.0,1440.0,7680.0,1.0,0.0,0.0,3.0,1200.0,240.0,1971.0,0.0,10601 NE 138th Pl,Kirkland,WA 98034,USA,397000.0
